Westerly Konsort,25319,29,1981,United Kingdom,
Westerly Konsort,25319,28,1983,United Kingdom,
Seascape SEASCAPE 18,25319,18,2013,United Kingdom,
Beneteau First 29,25382,29,1987,United Kingdom,
Beneteau First 285,25382,29,1987,United Kingdom,
Etap 28i,25382,28,1989,United Kingdom,
C&C 34,25387,34,1978,Canada,
Jeanneau Sun Light 30,25389,30,1987,United Kingdom,
Colvic Sailer 296,25389,30,1981,United Kingdom,
Westerly Konsort,25389,29,1980,United Kingdom,
Falmouth Working boat,25389,28,1985,United Kingdom,
Furia 33,25402,30,1979,Spain,
Pearson 34,25500,34,1984,United States,
C&C 33-2,25500,33,1989,United States,
Custom Rorc 32,25529,32,1984,Croatia,
Dufour 31,25529,31,1977,Spain,
Elan 295,25529,29,1997,Croatia,
CS 33 Sloop,25801,33,1984,Canada,
CS 33,25801,33,1984,Canada,
C&C MK II,25900,33,1986,United States,
Hunter 33.5,25900,33,1988,United States,
LM Pilot House 30,25900,32,1983,United States,
O'Day 1985,25900,28,1985,United States,
Corsair Pulse 600 #400,25900,20,2016,United States,
Hunter 30 Cherubini Sloop,25950,30,1982,United States,
Dufour 34,26000,34,1975,United States,
Pearson 31-2,26000,31,1988,United States,
Victoria 30,26000,30,1985,United States,
J Boats J/29,26000,29,1985,United States,
Contessa 28,26000,28,1981,Antigua and Barbuda,
Westerly Konsort,26038,28,1984,United Kingdom,
Parker 27,26109,27,1988,United Kingdom,
Beneteau First 260 Spirit,26109,25,2000,United Kingdom,
Bianca Aphrodite 101 Offshore OD,26137,33,1982,Italy,
Furia 33,26137,30,1979,Spain,
One Design Diam 24,26137,24,2014,Netherlands,
C&C 36,26198,36,1978,Canada,
Canadian Sailcraft 33,26198,33,1984,Canada,
Ericson INDEPENDENCE 31,26250,31,1982,United States,
Oysterman 22,26462,31,1989,Guernsey,
Jouet 36,26500,36,1985,United States,
O'Day 34 Sloop,26500,34,1984,United States,
Kirie Elite 324,26500,32,1986,United States,
Pearson 31 Pearson,26500,31,1987,United States,
Corsair F-24 Mk-1 - 26,26500,24,1992,United States,
Jeanneau Selection 37,26623,36,1987,France,
Westerly 33,26744,33,1977,United Kingdom,
Beneteau First 285,26744,29,1989,United Kingdom,
Vancouver 27,26744,27,1978,United Kingdom,
Beneteau First 345,26745,34,1988,Greece,
Beneteau First 305,26745,32,1986,France,
Custom Caribbea 30,26745,30,1993,Netherlands,
Albin Ballad,26745,30,1974,Turkey,
Dufour 30 Classic,26745,29,1999,France,
Beneteau First 285,26745,29,1988,Spain,
Gieffe KEELER 28,26745,28,2012,Italy,
Marieholm International Folkboat,26745,26,1976,Italy,
Custom Sciarrelli passera,26745,23,1990,Italy,
Etap 28 i,26793,28,1988,United Kingdom,
Hunter Channel 27,26793,25,1999,United Kingdom,
Beneteau First 29,26800,30,1986,United Kingdom,
Mirage Yachts 33,26895,33,1983,Canada,
Schock 35,26900,35,1987,United States,
Catalina 30,26900,30,1987,United States,
Sailboat Odin 820,26900,28,2004,United States,
Pacific Seacraft 25 (restored),26900,25,1977,United States,
Corsair Sprint 750MKI #406,26900,24,2009,Netherlands Antilles,
Gulfstar 41 Sloop,27000,41,1974,United States,
Catalina S&S,27000,38,1983,United States,
Cheoy Lee 36,27000,36,1981,United States,
C&C Landfall 35,27000,35,1982,United States,
Hunter 30,27000,30,1991,United States,
Hinterhoeller Nonsuch 30,27000,30,1981,United States,
Corsair F-24 Mk-II - 74,27000,24,1996,United States,
Beneteau First 345,27353,35,1985,Greece,
Custom Corto,27353,32,2012,Belgium,
Gerald Stevens 38 Schooner,27388,38,1964,Canada,
CS 33,27388,33,1988,Canada,
Nonsuch 26,27388,26,1982,Canada,
Columbia Sloop,27500,43,1970,United States,
Catalina 38,27500,38,1982,United States,
Beneteau 35S5,27500,35,1990,Curaçao,
Hunter 35 legend,27500,35,1988,United States,
Pearson Sloop (Hull #170),27500,34,1986,United States,
Tartan 34-C,27500,34,1977,United States,
Sabre 34,27500,34,1981,United States,
Pearson 34,27500,34,1984,United States,
Cheoy Lee Clipper 33,27500,33,1971,United States,
Nimble Kodiak Pilothouse Motor Sailor,27500,26,2001,United States,
Ketch Norwalk Island Sharpie 26,27500,26,2015,United States,
Westerly Tempest,27510,31,1989,United Kingdom,
Northshore Fisher 30,27510,30,1978,United Kingdom,
One Design Scottish Islands Class,27510,28,1958,United Kingdom,
Gaffel riggetmotorsejler Bohus jolle,27598,27,1969,Denmark,
Alberg 37 Mark II Yawl,27714,37,1973,Canada,
Choy Lee Lion 35,27714,35,1961,Canada,
Cheoy Lee Robb 35 Cutter,27714,35,1962,Canada,
CS 30,27714,30,1986,Canada,
Nonsuch Classic,27793,30,1982,Canada,
Mirage 29,27793,29,1989,Canada,
Melges 20,27793,20,2014,Canada,
Jeanneau Attalia,27810,32,1986,France,
Jeanneau Attalia 32,27810,32,1987,France,
Dehler 31,27873,31,1986,United Kingdom,
Irwin 37 Irwin Center cockpit,27900,37,1978,United States,
Islander 36,27900,36,1974,United States,
Hinterhoeller Niagara 35,27900,35,1982,United States,
C&C 34 Sailboat,27900,34,1982,United States,
CAL 34 Sloop,27900,34,1979,United States,
Freedom 32,27900,32,1990,United States,
Hunter 30,27900,30,1980,United States,
Dufour 4800,27960,35,1982,Croatia,
Dufour 30 Classic,27960,30,1999,Greece,
Hanse 301,27960,30,1998,Croatia,
Hallberg-Rassy P28,27960,28,1965,Spain,
MacGregor 26,27960,26,2002,Italy,
Dufour 28,27960,25,1978,Spain,
Howard Hughes North Star 500,27960,25,1974,Ireland,
Catalina 30,27999,30,1990,United States,
Columbia 43 MKIII,28000,43,1974,United States,
Spencer 35,28000,35,1968,United States,
O'Day Center Cockpit,28000,32,1979,United States,
Custom CHARLES WITTHOLTZ CATBOAT,28000,25,1991,United States,
Pacific Seacraft Flicka 20,28000,24,1982,United States,
Corsair F-24 #412,28000,24,1993,United States,
Beneteau First 20,28000,21,2013,United States,
Anderson Catboat,28000,16,1928,United States,
Colvic Victor 35,28145,34,1980,United Kingdom,
Peterson Contention 33,28145,33,1983,United Kingdom,
Sigma 33 OOD,28145,32,1986,United Kingdom,
Westerly Fulmar,28145,32,1982,United Kingdom,
Feeling 960,28145,32,1987,Greece,
Maxi 95,28145,31,1978,United Kingdom,
J Boats 92,28145,30,1995,United Kingdom,
Morgan Giles 30,28145,30,1989,United Kingdom,
Hanse 301,28145,29,2002,United Kingdom,
Vancouver 27,28145,27,1983,United Kingdom,
LM 26,28145,27,1981,United Kingdom,
Yarmouth 22,28145,22,2007,United Kingdom,
Moody 33,28209,33,1975,United Kingdom,
Jeanneau Attalia 32,28209,32,1984,Greece,
Joubert Quarter Tonner,28209,25,1979,United Kingdom,
G L Watson Gaff Cutter,28209,25,1996,United Kingdom,
Feeling 326,28216,32,1989,United Kingdom,
Beneteau First 32.5,28216,32,1984,United Kingdom,
Sovereign 32,28216,32,1964,United Kingdom,
Twister 28,28216,28,1967,United Kingdom,
Islander 36,28250,36,1978,Guatemala,
Bruce Roberts Coast 34,28500,34,1988,Canada,
Morgan 33,28500,33,1974,Canada,
CS 30,28500,30,1986,Canada,
Formosa 41,28500,41,1976,United States,
Tor 36 K/CB Yawl,28500,36,1961,United States,
Beneteau S5,28500,35,1990,United States,
CAL 35-2,28500,35,1983,United States,
Hinckley Sou'Wester 34,28500,34,1948,United States,
CSY 33,28500,33,1979,United States,
Atlantic 30,28500,31,1966,United States,
Hunter 295,28500,29,1994,United States,
Beneteau 281,28500,28,1998,United States,
Beneteau First 300,28568,30,1993,Ireland,
Union 36,28600,36,1979,United States,
Hunter Cherubini,28900,37,1979,United States,
Alberg 37,28976,37,1974,Canada,
CS 36 Traditional,28976,36,1979,Canada,
Hinterhoeller Nonsuch 26,28976,26,1985,Canada,
Pearson 424,29000,42,1978,United States,
Hunter Legend 40,29000,40,1986,United States,
Pearson Pearson 37,29000,37,1982,United States,
Pearson Sloop,29000,37,1983,United States,
Gulfstar 37 Classic,29000,37,1979,Grenada,
Gulfstar aft cockpit,29000,37,1977,United States,
Hunter Legend 37,29000,37,1987,United States,
Pearson 365 Pearson,29000,36,1979,United States,
Hunter 35.5,29000,35,1992,United States,
S2 10.3,29000,34,1984,United States,
O'Day O'day 34,29000,34,1982,United States,
Pearson 34 Masthead Sloop,29000,34,1985,United States,
Herreshoff Rozinante,29000,28,1982,United States,
Island Packet 27,29000,27,1985,United States,
Alden Corinthian One-Design,29000,25,1912,United States,
Sailboat Soverel 43,29170,43,1983,France,
Dehler 36db,29170,36,1990,Italy,
Custom CN du Fort Carré CORNET 10.30,29170,34,1948,France,
Beneteau First 305,29170,32,1986,Italy,
C&C Fiberglass 32,29170,32,1984,Martinique,
Hurricane Blu Phoenix Hurricane 315,29170,32,1996,Italy,
Tartan 30,29170,30,1977,Portugal,
ACCF GRAND CORMORAN,29170,22,2012,France,
Cape Cod Mercer 44,29500,44,1969,United States,
Formosa 41,29500,41,1980,United States,
Concordia Yawl,29500,39,1951,United States,
Beneteau First 38.5,29500,38,1991,Grenada,
Irwin Citation,29500,38,1987,United States,
Catalina Sparkman-Stevens,29500,38,1984,United States,
Barberis 38,29500,38,1984,United States,
Endeavour 37,29500,37,1980,United States,
Pearson 365 Pearson,29500,36,1980,United States,
Columbia Yacht Classic Sloop,29500,36,1969,United States,
Pearson Centerboard,29500,35,1975,United States,
Tartan 33,29500,33,1981,United States,
Cape Dory 33 Cutter,29500,33,1983,United States,
Scanmar 33,29500,33,1986,United States,
Morgan 323,29500,32,1985,United States,
Freedom 32,29500,32,1985,United States,
Allied Seawind Mark II,29500,32,1977,United States,
Islander 32,29500,32,1977,United States,
Cheoy Lee 32 Sailboat,29500,32,1979,United States,
Hunter 295,29500,30,1994,United States,
Nonsuch Ultra,29500,30,1985,United States,
Santa Cruz 27,29500,27,1979,United States,
Corsair Sprint 750 MK1,29500,24,2008,United States,
Beneteau First 20,29500,21,2015,United States,
Com-Pac Sunday Cat,29500,17,2019,United States,
Herreshoff 12 1/2,29500,16,1937,United States,
Super Sovereign 35,29566,35,1977,United Kingdom,
Moody 33 MK II,29630,33,1979,United Kingdom,
Moody 28,29630,28,1987,United Kingdom,
Westerly Konsort,29637,29,1987,United Kingdom,
Oysterman 22 Gaff Rigged Cutter,29637,22,1988,United Kingdom,
Westsail 32,29725,32,1973,United States,
Com-Pac 27/2,29750,27,1997,United States,
C&C 35,29770,35,1970,Canada,
Ketch 47,29900,47,1981,United States,
Ericson 381,29900,38,1987,United States,
Catalina Catalina,29900,38,1985,United States,
Whitby Alberg 37,29900,37,1967,United States,
Pearson 37,29900,37,1983,United States,
Heritage Yachts West Indies 36,29900,36,1976,United States,
Westerly Center Cockpit Ketch,29900,36,1976,United States,
Pearson 365 Pearson,29900,36,1977,United States,
Catalina Catalina 36,29900,36,1986,United States,
Catalina 36,29900,36,1987,United States,
Pearson 365 Pearson,29900,36,1981,United States,
Mirage 35,29900,35,1985,United States,
Schock 35,29900,35,1989,United States,
Mirage 35,29900,35,1985,United States,
Chris-Craft Caribbean,29900,35,1977,United States,
Allied Seabreeze,29900,35,1969,United States,
Fuji 35 Ketch,29900,35,1974,United States,
Sabre 34,29900,34,1981,United States,
Catalina 34,29900,34,1989,United States,
Catalina 34,29900,34,1986,United States,
Bristol 34,29900,34,1976,United States,
Catalina 34,29900,34,1987,United States,
Aloha 10.4,29900,34,1984,United States,
Sea Sprite 34,29900,34,1984,United States,
Custom Alsea Bay 34,29900,34,1985,United States,
LeComte Medalist,29900,33,1963,United States,
Flying Tiger 10M,29900,33,2007,United States,
Hunter Vision 32,29900,32,1989,United States,
Westsail 32,29900,32,1974,United States,
ShearWater East Orient 32,29900,32,1979,United States,
Grampian Triangle Center Cockpit,29900,32,1964,Mexico,
Bayfield 32C,29900,32,1986,United States,
Morgan 321,29900,32,1982,United States,
Westsail 32,29900,32,1975,United States,
Ericson 32,29900,32,1987,United States,
Pearson 31-2,29900,31,1987,United States,
Herreshoff Cat Ketch 31,29900,31,1982,United States,
Hunter 310,29900,31,1996,United States,
Hunter 30,29900,30,1991,United States,
S2 9.2C,29900,30,1983,United States,
Vineyard Vixen 29,29900,29,1976,United States,
Island Packet 27,29900,27,1988,United States,
Island Packet 27,29900,27,1987,United States,
Morris Frances,29900,26,1984,United States,
Corsair F24MKII #395,29900,24,2002,United States,
Corsair Marine Sprint 750 MK II,29900,24,2006,United States,
Coronado 35,29950,35,1974,United States,
J Boats J 35, J/35, J35,29950,35,1983,United States,
O'Day 35,29950,35,1988,United States,
Aries 32,29950,32,1981,Mexico,
Catalina C34,29995,34,1987,United States,
Islander 32,29995,32,1978,United States,
Schock 35,29999,35,1984,United States,
Nonsuch 30 Ultra,29999,30,1986,United States,
Custom 52 Brandlmayr Offshore Ketch,30000,52,2006,United States,
Bruce Roberts Flush Deck,30000,45,2004,United States,
Endeavour 38,30000,38,1984,United States,
Bavaria 36,30000,36,1999,Grenada,
Pearson 367,30000,36,1981,United States,
Pearson 36,30000,36,1972,United States,
Custom Rob Humphries 3/4 Tonner,30000,35,1986,Thailand,
Islander 34-2,30000,34,1985,United States,
Tartan 34-2,30000,34,1987,United States,
Hans Christian 33,30000,33,1981,United States,
C&C Fiberglass 33,30000,33,1986,United States,
Pearson 33-2,30000,33,1987,United States,
Custom Northern Michigan,30000,32,1935,United States,
Mariner 31 Ketch,30000,31,1972,United States,
CAL 29',30000,29,1978,United States,
Hunter 290,30000,28,2001,United States,
Northeast Challenger,30000,20,1946,United States,
Mascot 28,30118,28,1986,Croatia,
Hinterhoeller Nonsuch 30,30176,30,1982,Canada,
STEEL CENTERBOARD,30239,39,1966,Germany,
International 6 meter,30300,34,1982,Netherlands,
Westerly Fulmar 32,30336,32,1984,United Kingdom,
Sportina 760,30386,25,2000,United Kingdom,
Puma 29,30390,28,1980,Spain,
Custom Mariver Galatea S&S,30392,42,1973,Italy,
Morgan 36,30392,36,1977,Italy,
Custom W. Visser Carena 36 Ketch,30392,36,1978,Italy,
Dynamic Chaps 35,30392,35,1986,France,
Dynamic Chaps 35,30392,35,1987,France,
Carroll Marine 1D35,30392,35,1999,Greece,
Fiskars Finnsailor 35,30392,35,1970,Spain,
Beneteau First 345,30392,34,1988,Greece,
Lohi 34,30392,34,1981,France,
Sparkman & Stephens S&S 34,30392,34,1970,Italy,
Jeanneau Sunrise,30392,34,1988,Spain,
Alpa Alpa 34,30392,33,1977,Italy,
Jeanneau JOD 35,30361,33,1991,Portugal,
Baglietto 6 mt S.I.,30361,33,1946,Italy,
CANTIERE DEL GARDA FALCONE 34,30361,32,1973,Italy,
Waterline Daydream 300,30361,31,2000,France,
Hallberg-Rassy Monsun 31,30361,31,1976,Croatia,
Moody 30,30361,30,1977,Ireland,
Classic Bombigher Tender Dream,30361,30,1996,France,
Custom NAVIBAC Pointu Marseillais,30361,29,1967,France,
Kirie 286S,30361,28,1987,France,
X-Yachts X-102,30482,32,1986,French Polynesia,
C&C 32,30573,32,1981,Canada,
Cornish Crabbers Shrimper 19,30967,23,2005,United Kingdom,
Marine Projects MOODY 33 Mk II,30968,33,1980,Italy,
Peterson Peterson 36,30970,35,1980,Canada,
Moody 31 Mk II,30970,30,1985,Canada,
Hunter 306,30999,30,2002,United States,
C&C 37,31000,37,1983,United States,
Tartan 33,31000,33,1980,United States,
J Boats J70,31000,23,2014,Peru,
Pacific Seacraft Flicka 20,31000,20,1982,United States,
Jeanneau Sun Odyssey 29.2,31030,29,1998,United Kingdom,
Jeanneau Sun Odyssey 29.2,31030,29,1998,United Kingdom,
Hunter Legend 27,31030,27,2005,United Kingdom,
Contessa 34,31037,34,1983,United Kingdom,
Moody 30,31037,30,1977,United Kingdom,
Hunter legend 280,31037,27,1996,United Kingdom,
Custom 28' wooden sloop,31367,28,1963,Canada,
Bavaria 340 Caribic,31454,35,1989,Croatia,
Pearson 39,31500,39,1974,United States,
C&C 30 Mark II,31500,30,1988,United States,
Corsair Pulse 600,31500,20,2016,United States,
Hanse 300,31607,29,2003,France,
Roberts 36 cutter,31675,36,1986,Canada,
Hinterhoeller Niagara 35,31675,35,1978,Canada,
Beneteau First 345,31675,35,1984,United States,
C&C 33 MkII Sloop,31675,33,1986,Canada,
CAL 33,31675,33,1988,Canada,
Cooper 316,31675,32,1985,Canada,
Olson 911,31675,30,1990,Canada,
Custom Joel White Sloop,31675,29,1995,Canada,
CS 40 One Ton,31715,40,1985,Canada,
Nicholson 32,31754,33,1972,United Kingdom,
Westerly Konsort,31754,29,1982,United Kingdom,
Jeanneau Sun 2500,31754,25,2005,United Kingdom,
Pearson 33-2,31755,33,1986,Canada,
C&C 40 Tall Rig Deep Keel,31900,40,1981,United States,
C&C 40-2AC,31900,40,1983,United States,
Catalina 34,31900,34,1988,United States,
Tartan 34C,31900,34,1974,United States,
Sabre 34 MK 1,31900,34,1984,United States,
Hunter 30,31900,30,1991,United States,
Catalina 30,31900,30,1982,United States,
Herreshoff Rozinante,31900,28,1972,United States,
CAL 39,31950,39,1983,United States,
Corsair F-27,31950,27,1990,United States,
C&C 40,32000,40,1983,United States,
Dickerson 36,32000,36,1978,United States,
Pearson 365 Pearson,32000,36,1978,Puerto Rico,
C&C MKIII,32000,35,1987,United States,
Catalina C 34,32000,34,1988,United States,
Catalina C34,32000,34,1986,United States,
Sparkman & Stephens Fisher Pilot Sloop,32000,33,1946,United States,
Flying Tiger 10M,32000,33,2007,United States,
Ericson 32,32000,32,1988,United States,
Valiant 32,32000,32,1978,United States,
Hinckley Sou'wester 30 Sloop,32000,31,1962,United States,
Nielsen Yawl,32000,30,1960,United States,
Beneteau Oceanis 320,32215,30,1991,France,
Moody 31s,32389,31,1998,Greece,
Westerly Regatta 290,32389,29,1996,United Kingdom,
Beneteau 25.7,32453,25,2005,United Kingdom,
Bayfield 32C,32460,36,1988,France,
Beneteau First 285,32460,28,1992,United Kingdom,
Catalina 38,32499,38,1984,United States,
Beneteau Idylle 13.50 - Idylle 1350,32500,43,1985,Netherlands Antilles,
Morgan 382 Morgan,32500,38,1978,United States,
Irwin 37,32500,37,1976,United States,
Cheoy Lee Center Cockpit Sloop,32500,36,1967,United States,
Ericson 34,32500,34,1989,United States,
Alberg Odyssey,32500,30,1959,United States,
Gib'Sea 96,32823,33,1986,Germany,
Jutahela Ketch 32,32823,32,1986,Croatia,
Custom Line stag 32,32823,31,1986,Italy,
Comar Comet 1000,32823,31,1984,Italy,
Beneteau First 29 DL,32823,30,1985,France,
Custom Sartini PASSATORE,32823,28,1976,Italy,
Dehler Dehler 28 S,32823,28,1992,Italy,
Hunter 33.5,32900,33,1988,United States,
C&C 33,32900,33,1984,United States,
Ericson 32-3,32900,32,1987,United States,
Hunter 310,32900,31,1999,United States,
Cape Dory Cutter 30,32900,30,1983,United States,
Henderson 30,32900,30,1997,United States,
Corsair F-24MKII #354,32900,24,1995,United States,
Nordic Folkboat,32946,25,2004,Canada,
Hunter Legend,33000,40,1987,United States,
Hunter 36,33000,36,1980,United States,
Allied Seawind 2,33000,31,1976,United States,
Ticon Yachts Ltd T 30,33000,30,1984,United States,
Sadler 32,33165,32,1979,United Kingdom,
Sceptre 36,33263,36,1980,Canada,
Pearson 365 Sloop,33342,36,1976,Canada,
Beneteau Frers 46 Beneteau 456,33431,45,1983,Netherlands,
Jeanneau Gin Fizz 37,33431,37,1980,French Polynesia,
Rival 34,33431,34,1980,Croatia,
Contessa 32,33431,32,1973,Ireland,
Jeanneau Sun Odyssey 28.1,33431,29,1996,Netherlands,
Custom Open 7.50,33431,25,2003,France,
Hunter 336,33500,33,1994,United States,
Catalina 28 MkII,33500,28,2000,United States,
Nonsuch 26 Classic,33739,26,1985,Canada,
Grampian 34,33800,34,1984,United Kingdom,
Cornish Crabbers Shrimper Mark ll,33864,23,2006,United Kingdom,
North Sea 24,33871,31,1965,United Kingdom,
North Sea 24,33871,31,1965,United Kingdom,
Catalina 36,33900,36,1983,United States,
Sabre 34,33900,34,1985,United States,
Catalina 34 Tall Rig,33900,34,1988,United States,
Catalina 34,33900,34,1987,United States,
Catalina 34,33900,34,1986,United States,
Hunter 33.5,33900,33,1993,United States,
Canadian Sailcraft 33,33900,33,1983,United States,
Island Packet 31,33900,31,1986,United States,
Gemini 3000,33900,30,1986,United States,
Catalina 30 MkIII,33900,30,1994,United States,
Island Packet 27,33900,27,1990,United States,
Devlin Marsh Wren,33900,20,1999,United States,
Contest 36 CC,33917,33,1976,Croatia,
Corsair Pulse 600,33950,20,2016,United States,
Freedom Yachts Freedom 44,34000,44,1982,British Virgin Islands,
Tartan 37,34000,37,1979,United States,
Pearson 37,34000,37,1983,United States,
Bristol 35.5 CB,34000,35,1983,United States,
Hunter 33.5,34000,33,1990,United States,
Hunter 30,34000,30,1992,United States,
Island Packet 27,34000,27,1985,United States,
Corsair Pulse 600,34000,20,2016,United States,
Phantom 32 Mk II,34027,32,1987,Australia,
Sloop Freya 45,34039,44,1970,Italy,
Yacht Club JOUET 37,34039,37,1978,France,
Gib'Sea 105,34039,34,1982,France,
Pardo Grand Soleil 343,34039,34,1988,Italy,
Bavaria 32 Holiday,34039,33,1998,Cyprus,
Jeanneau Sun Odyssey 32.2,34039,32,2004,Saint Martin,
Elan 31,34039,31,2002,Croatia,
Dufour 30 Classic,34039,31,1999,France,
Elan 31,34039,30,2002,Croatia,
Beneteau First 30 E,34039,30,1985,Malta,
Beneteau First 29,34039,29,1986,Croatia,
Comar COMET GENESI 27,34039,27,2010,Italy,
Etap 28 i,34039,26,1988,France,
Comet 27,34039,26,2010,Italy,
J Boats J/35,34057,35,1989,Canada,
Aloha 34,34057,34,1980,Canada,
Willard Marine 8-Ton Cutter,34136,30,1977,Canada,
Farr 30,34136,30,1996,Canada,
Beneteau First 18,34335,18,2020,United Kingdom,
Jeanneau Sun Fizz,34500,40,1981,Netherlands Antilles,
Beneteau Oceanis,34500,40,2002,Bahamas,
Catalina Sparkman and Stephens,34500,38,1979,United States,
Allied Cutter/Ketch  Mark II,34500,36,1979,United States,
Cape Dory Intrepid,34500,35,1989,United States,
Hunter 35.5,34500,35,1990,United States,
Catalina 34,34500,34,1989,United States,
Kaiser 34 Gale Force,34500,34,1980,United States,
Pearson 33-2,34500,33,1986,United States,
Ericson 32-200,34500,32,1988,United States,
Ericson Sloop,34500,32,1987,United States,
Westsail Westsail 32,34500,32,1979,United States,
Ericson 32-200,34500,32,1990,United States,
Nonsuch Classic 30,34500,30,1981,United States,
Custom Holiday 34,34576,34,1988,United Kingdom,
Offshore Yachts Nantucket Clipper,34576,32,1974,United Kingdom,
Melges 20,34624,20,2011,Sweden,
Dufour 35 Classic,34647,35,1977,Bulgaria,
Feeling 326,34647,32,1990,Netherlands,
Sparkman & Stephens DELTA 94,34647,31,1979,Spain,
C&C 39,34851,39,1972,Canada,
Dufour CT 12000,34900,45,1978,United States,
Bruce Roberts Offshore 44,34900,44,1994,United States,
Hardin Sea Wolf,34900,41,1973,United States,
Morgan 384 Masthead Sloop,34900,38,1984,United States,
Tartan 37CB,34900,37,1976,United States,
Tartan 37,34900,37,1977,United States,
Hunter Legend 37,34900,37,1987,United States,
Rafiki Cutter,34900,37,1975,United States,
Pearson 37,34900,37,1983,United States,
Endeavour Plan B,34900,37,1981,United States,
Gulfstar 36,34900,36,1983,British Virgin Islands,
Pearson 365 Pearson,34900,36,1977,United States,
Coronado CC Aft Cabin,34900,35,1971,United States,
Tartan 34-2,34900,34,1988,United States,
Pearson 34,34900,34,1984,United States,
Catalina 34 mk,34900,34,1988,United States,
CAL 33,34900,33,1985,United States,
Sparkman & Stephens 33 Sloop,34900,33,1947,United States,
Cheoy Lee 32 Offshore,34900,32,1978,United States,
Capital Gulf 32,34900,32,1984,United States,
Hunter 310,34900,31,1997,United States,
Nonsuch 30 Ultra,34900,30,1986,United States,
Willard Marine 8 Ton,34900,30,1975,United States,
Corsair F-27 #415,34900,27,1991,United States,
Hunter 270,34900,27,2005,United States,
Corsair 24 MkII,34900,24,2006,United States,
Corsair Sprint 750 #339,34900,24,2008,United States,
J Boats J/70,34900,23,2013,United States,
Goéllette Schooner,34990,32,1967,Canada,
Morgan Out Island 41,34999,41,1972,United States,
Dufour Classic Sloop 35,34999,35,1997,United States,
Noon Ocean 34,35000,42,1976,Thailand,
Hunter Passage 42,35000,42,1991,United States,
Douglas Peterson,35000,41,1976,United States,
Custom Caribic 40,35000,41,1978,Malaysia,
Kalik 40,35000,40,1981,United States,
C&C Crusader Cruising 40,35000,40,1970,United States,
CAL 39,35000,39,1988,United States,
Westsail 32,35000,39,1973,United States,
Shannon 38,35000,38,1978,United States,
Ericson 381,35000,38,1982,United States,
Tartan 37,35000,37,1979,United States,
Kirie Feeling Elite 1100,35000,37,1984,United States,
Catalina C-36,35000,36,1985,United States,
Mumm 36,35000,36,1995,United States,
J Boats J/35,35000,36,1985,French Polynesia,
Columbia 10.7,35000,35,1978,United States,
Mirage 35,35000,35,1986,United States,
Young Sun 35 Cutter,35000,35,1982,United States,
Jeanneau JOD 35,35000,35,1994,Thailand,
Hans Christian 34,35000,34,1978,Trinidad and Tobago,
Tartan 33,35000,33,1980,United States,
Tartan 33,35000,33,1980,United States,
Northern Michigan Nm,35000,32,1972,United States,
B-Boats B32,35000,32,1995,United States,
Tartan tartan31,35000,31,1989,United States,
Alberg 30,35000,30,1965,United States,
Herreshoff S Boat,35000,27,1925,United States,
Corsair F-24 Mk II,35000,24,2003,United States,
Friendship Sloop,35000,24,2008,United States,
Herreshoff H 12,35000,15,1929,United States,
Robert Clark NFA,35200,37,1947,Thailand,
Barbican 33 MK 11,35199,33,1991,United Kingdom,
Dufour Gib'Sea 33,35199,33,2001,United Kingdom,
Westerly Tempest,35199,31,1988,United Kingdom,
Hunter Horizon 30,35199,30,1993,United Kingdom,
Nimbus Olsen 26,35199,26,1968,United Kingdom,
Robert Clark NFA,35200,37,1947,Thailand,
Camper & Nicholsons Yawl 44,35218,44,1963,Croatia,
Sas-Vektor 39,35218,39,1997,Croatia,
Wauquiez CHANCE 37,35218,37,1973,Ireland,
Comet 111,35218,36,1982,Italy,
Able warrior 35,35218,35,1970,Italy,
Puma 34,35218,34,1975,Spain,
Elan 333,35218,33,1999,Croatia,
Dartsailer 30,35218,30,1979,Greece,
Beneteau First 285,35218,29,1986,Malta,
Beneteau First 27.7,35254,27,2003,France,
Jeanneau Sun 2500,35254,25,2008,Spain,
Dufour 30 Classic,35268,30,1999,United Kingdom,
Moody 36CC,35275,36,1982,United Kingdom,
Westerly Conway 36,35275,36,1981,United Kingdom,
Classic Sloop,35275,33,1963,Ireland,
Comfortina 32,35275,32,1988,United Kingdom,
Westerly Fulmar 32,35275,32,1983,United Kingdom,
Fisher 30,35275,30,1975,United Kingdom,
Atlantic Ketch,35282,38,1965,United Kingdom,
Grand Soleil 34,35282,34,1976,United Kingdom,
Buchanan Norman,35282,33,1961,United Kingdom,
Jeanneau Sun Odyssey 31,35282,31,1991,Greece,
Westerly Tempest,35282,31,1990,United Kingdom,
Westerly Tempest,35282,31,1990,United Kingdom,
Harrison Butler Omega Design Bermudan Cutter,35282,27,1994,United Kingdom,
Yarmouth 23,35282,22,2006,United Kingdom,
CS 36' Traditional,35486,36,1981,Canada,
Mariner 38,35500,38,1981,United States,
Hinterhoeller Niagara 35,35500,35,1980,United States,
Phantom 32,35609,32,1985,Australia,
Custom Razzolini,35645,37,1997,Canada,
Catalina 30 Tall Rig,35724,30,1991,Canada,
Nonsuch Classic,35724,30,1987,Canada,
Custom Kalon 28,35724,28,2005,Canada,
45 Mahogany Yawl Conrad 45,35862,45,1978,Bulgaria,
Trintella III A,35862,36,1972,Italy,
Kirie Kirié 33,35862,34,1977,France,
Elan 33,35862,34,1991,Netherlands,
Baltic 33,35862,33,1978,Netherlands,
